trial,seed,operator_a,operator_b,kendall_tau,jaccard_top_k
647,689,geometric@0.10,linear@0.10,0.7410340009315325,0.7543859649122807
647,689,geometric@0.50,linear@0.10,-0.08812992596130882,0.2578616352201258
647,689,geometric@0.90,linear@0.10,-0.3648879280919331,0.06382978723404255
647,689,min,linear@0.10,-0.12017469709777404,0.1834319526627219
647,689,linear@0.90,linear@0.50,-0.0923694779116466,0.20481927710843373
647,689,geometric@0.10,linear@0.50,0.03214984623986581,0.36054421768707484
647,689,geometric@0.50,linear@0.50,0.8595496246872393,0.8181818181818182
647,689,geometric@0.90,linear@0.50,0.09379682349415641,0.4084507042253521
647,689,min,linear@0.50,0.46082539682539686,0.5873015873015873
647,689,geometric@0.10,linear@0.90,-0.4076006117358705,0.06382978723404255
647,689,geometric@0.50,linear@0.90,-0.18220747674116564,0.1695906432748538
647,689,geometric@0.90,linear@0.90,0.2315216090094795,0.36054421768707484
647,689,min,linear@0.90,-0.18126621322864173,0.14285714285714285
647,689,geometric@0.50,geometric@0.10,-0.034701986754966885,0.32450331125827814
647,689,geometric@0.90,geometric@0.10,-0.3587550487051557,0.08695652173913043
647,689,min,geometric@0.10,-0.06940993788819876,0.2422360248447205
647,689,geometric@0.90,geometric@0.50,0.06414737836561171,0.3698630136986301
647,689,min,geometric@0.50,0.5378820802549616,0.6949152542372882
647,689,min,geometric@0.90,0.009591715474068414,0.2987012987012987
648,690,linear@0.50,linear@0.10,0.09476510067114094,0.3333333333333333
648,690,linear@0.90,linear@0.10,-0.2746615087040619,0.06382978723404255
648,690,geometric@0.10,linear@0.10,0.8409260642270352,0.9230769230769231
648,690,geometric@0.50,linear@0.10,0.07354478912513071,0.3157894736842105
648,690,geometric@0.90,linear@0.10,-0.2776348000753248,0.11731843575418995
648,690,min,linear@0.10,0.036223230634503625,0.2578616352201258
648,690,linear@0.90,linear@0.50,-0.03303877079850331,0.2578616352201258
648,690,geometric@0.10,linear@0.50,0.15869909607678687,0.36054421768707484
648,690,geometric@0.50,linear@0.50,0.8739926739926739,0.9047619047619048
648,690,geometric@0.90,linear@0.50,0.11752882682746217,0.4492753623188406
648,690,min,linear@0.50,0.4471544715447154,0.6129032258064516
648,690,geometric@0.10,linear@0.90,-0.29561148175504975,0.06951871657754011
648,690,geometric@0.50,linear@0.90,-0.11573060545272701,0.2345679012345679
648,690,geometric@0.90,linear@0.90,0.37410056556890464,0.43884892086330934
648,690,min,linear@0.90,-0.14822097463910913,0.16279069767441862
648,690,geometric@0.50,geometric@0.10,0.13513513513513511,0.3422818791946309
648,690,geometric@0.90,geometric@0.10,-0.2520789690852536,0.12359550561797752
648,690,min,geometric@0.10,0.09710504549214227,0.28205128205128205
648,690,geometric@0.90,geometric@0.50,0.07338129496402879,0.42857142857142855
648,690,min,geometric@0.50,0.5254901960784313,0.6666666666666666
648,690,min,geometric@0.90,-0.010147918816649469,0.30718954248366015
649,691,linear@0.50,linear@0.10,0.028814359943316013,0.3698630136986301
649,691,linear@0.90,linear@0.10,-0.2892763731473408,0.07526881720430108
649,691,geometric@0.10,linear@0.10,0.7477088948787064,0.8867924528301887
649,691,geometric@0.50,linear@0.10,0.007170435741864313,0.35135135135135137
649,691,geometric@0.90,linear@0.10,-0.31420133538777606,0.12994350282485875
649,691,min,linear@0.10,-0.006369426751592356,0.27388535031847133
649,691,linear@0.90,linear@0.50,-0.061020815511833484,0.19047619047619047
649,691,geometric@0.10,linear@0.50,0.12754850783019794,0.3986013986013986
649,691,geometric@0.50,linear@0.50,0.9025392083644511,0.9230769230769231
649,691,geometric@0.90,linear@0.50,0.12960066729225314,0.43884892086330934
649,691,min,linear@0.50,0.5296918767507002,0.6666666666666666
649,691,geometric@0.10,linear@0.90,-0.32701079613331596,0.08108108108108109
649,691,geometric@0.50,linear@0.90,-0.15564213369575897,0.1834319526627219
649,691,geometric@0.90,linear@0.90,0.22127492062829973,0.3422818791946309
649,691,min,linear@0.90,-0.16690387604589457,0.14285714285714285
649,691,geometric@0.50,geometric@0.10,0.10153256704980841,0.3793103448275862
649,691,geometric@0.90,geometric@0.10,-0.257457976214205,0.14942528735632185
649,691,min,geometric@0.10,0.07919531448943212,0.2987012987012987
649,691,geometric@0.90,geometric@0.50,0.11774039987305616,0.4492753623188406
649,691,min,geometric@0.50,0.5926908340701443,0.7094017094017094
649,691,min,geometric@0.90,0.07453944260746338,0.3698630136986301
650,692,linear@0.50,linear@0.10,0.05106382978723403,0.41843971631205673
650,692,linear@0.90,linear@0.10,-0.27921265217885993,0.06382978723404255
650,692,geometric@0.10,linear@0.10,0.7898926964347525,0.8518518518518519
650,692,geometric@0.50,linear@0.10,0.01804440245630609,0.3698630136986301
650,692,geometric@0.90,linear@0.10,-0.3351749539594843,0.10497237569060773
650,692,min,linear@0.10,-0.056357332903329845,0.26582278481012656
650,692,linear@0.90,linear@0.50,-0.0338123415046492,0.1834319526627219
650,692,geometric@0.10,linear@0.50,0.13311546840958605,0.47058823529411764
650,692,geometric@0.50,linear@0.50,0.8550520190442604,0.8691588785046729
650,692,geometric@0.90,linear@0.50,0.08323098724610298,0.3698630136986301
650,692,min,linear@0.50,0.4600634920634921,0.5873015873015873
650,692,geometric@0.10,linear@0.90,-0.3366624848122382,0.06382978723404255
650,692,geometric@0.50,linear@0.90,-0.13247497343661435,0.17647058823529413
650,692,geometric@0.90,linear@0.90,0.27928031103775075,0.36054421768707484
650,692,min,linear@0.90,-0.12451457948320953,0.13636363636363635
650,692,geometric@0.50,geometric@0.10,0.09341438703140831,0.41843971631205673
650,692,geometric@0.90,geometric@0.10,-0.3086435252024355,0.11731843575418995
650,692,min,geometric@0.10,0.0063639490884072935,0.30718954248366015
650,692,geometric@0.90,geometric@0.50,0.05593869731800766,0.3793103448275862
650,692,min,geometric@0.50,0.5495867768595041,0.6528925619834711
650,692,min,geometric@0.90,0.02996350055173584,0.2987012987012987
651,693,linear@0.50,linear@0.10,-0.02767682415431926,0.36054421768707484
651,693,linear@0.90,linear@0.10,-0.33940152463306406,0.06382978723404255
651,693,geometric@0.10,linear@0.10,0.7240910635406049,0.8348623853211009
651,693,geometric@0.50,linear@0.10,-0.05840740068927988,0.3422818791946309
651,693,geometric@0.90,linear@0.10,-0.3249350649350649,0.13636363636363635
651,693,min,linear@0.10,-0.10739590796911073,0.2578616352201258
651,693,linear@0.90,linear@0.50,-0.08012530455969372,0.17647058823529413
651,693,geometric@0.10,linear@0.50,0.06727075741160247,0.3986013986013986
651,693,geometric@0.50,linear@0.50,0.8678850180849039,0.941747572815534
651,693,geometric@0.90,linear@0.50,0.10741615493623051,0.3698630136986301
651,693,min,linear@0.50,0.4422714761697813,0.6949152542372882
651,693,geometric@0.10,linear@0.90,-0.3842908474915858,0.07526881720430108
651,693,geometric@0.50,linear@0.90,-0.17298126837138905,0.1695906432748538
651,693,geometric@0.90,linear@0.90,0.17410044629803761,0.32450331125827814
651,693,min,linear@0.90,-0.18294651946324286,0.13636363636363635
651,693,geometric@0.50,geometric@0.10,0.03218390804597701,0.3793103448275862
651,693,geometric@0.90,geometric@0.10,-0.28084512656966315,0.14942528735632185
651,693,min,geometric@0.10,-0.032593213238374524,0.2903225806451613
651,693,geometric@0.90,geometric@0.50,0.09104463703289536,0.36054421768707484
651,693,min,geometric@0.50,0.5331807780320367,0.7391304347826086
651,693,min,geometric@0.90,0.0575113279888463,0.3157894736842105
652,694,linear@0.50,linear@0.10,0.06412261495151704,0.43884892086330934
652,694,linear@0.90,linear@0.10,-0.2922309337134712,0.08695652173913043
652,694,geometric@0.10,linear@0.10,0.8084456424079066,0.8867924528301887
652,694,geometric@0.50,linear@0.10,0.0182370820668693,0.41843971631205673
652,694,geometric@0.90,linear@0.10,-0.3,0.13636363636363635
652,694,min,linear@0.10,-0.09209744503862151,0.2987012987012987
652,694,linear@0.90,linear@0.50,-0.01552677421798076,0.22699386503067484
652,694,geometric@0.10,linear@0.50,0.141404090657822,0.48148148148148145
652,694,geometric@0.50,linear@0.50,0.8698642214776936,0.8691588785046729
652,694,geometric@0.90,linear@0.50,0.10875034945485043,0.36054421768707484
652,694,min,linear@0.50,0.3491633858267717,0.5625
652,694,geometric@0.10,linear@0.90,-0.3436581474418355,0.08695652173913043
652,694,geometric@0.50,linear@0.90,-0.11597824306661325,0.19047619047619047
652,694,geometric@0.90,linear@0.90,0.273777250721736,0.36054421768707484
652,694,min,linear@0.90,-0.1416193405371496,0.13636363636363635
652,694,geometric@0.50,geometric@0.10,0.0914555603263203,0.45985401459854014
652,694,geometric@0.90,geometric@0.10,-0.2762337662337662,0.13636363636363635
652,694,min,geometric@0.10,-0.03105145413870246,0.3333333333333333
652,694,geometric@0.90,geometric@0.50,0.07002207505518764,0.32450331125827814
652,694,min,geometric@0.50,0.41597796143250687,0.6528925619834711
652,694,min,geometric@0.90,0.019823262479101985,0.2578616352201258
653,695,linear@0.50,linear@0.10,0.15446623093681913,0.47058823529411764
653,695,linear@0.90,linear@0.10,-0.26194909993792675,0.1111111111111111
653,695,geometric@0.10,linear@0.10,0.8454212454212453,0.9047619047619048
653,695,geometric@0.50,linear@0.10,0.13297365915582354,0.4492753623188406
653,695,geometric@0.90,linear@0.10,-0.1913837166849215,0.20481927710843373
653,695,min,linear@0.10,0.0639821029082774,0.3333333333333333
653,695,linear@0.90,linear@0.50,-0.014799478567594511,0.2345679012345679
653,695,geometric@0.10,linear@0.50,0.21827295511506042,0.5037593984962406
653,695,geometric@0.50,linear@0.50,0.8960593946316392,0.941747572815534
653,695,geometric@0.90,linear@0.50,0.22183433830529992,0.4492753623188406
653,695,min,linear@0.50,0.49486871917899505,0.6260162601626016
653,695,geometric@0.10,linear@0.90,-0.31416779797076444,0.11731843575418995
653,695,geometric@0.50,linear@0.90,-0.09772918821018743,0.22699386503067484
653,695,geometric@0.90,linear@0.90,0.24645932793953493,0.3793103448275862
653,695,min,linear@0.90,-0.10554668938319499,0.17647058823529413
653,695,geometric@0.50,geometric@0.10,0.19292426755113323,0.48148148148148145
653,695,geometric@0.90,geometric@0.10,-0.16339967080652404,0.21951219512195122
653,695,min,geometric@0.10,0.11894189891355691,0.3698630136986301
653,695,geometric@0.90,geometric@0.50,0.2095631016608484,0.4492753623188406
653,695,min,geometric@0.50,0.5658263305322128,0.6666666666666666
653,695,min,geometric@0.90,0.1727969348659004,0.3793103448275862
654,696,linear@0.50,linear@0.10,0.06889564336372847,0.41843971631205673
654,696,linear@0.90,linear@0.10,-0.30526794857207873,0.06382978723404255
654,696,geometric@0.10,linear@0.10,0.7796863330843914,0.9230769230769231
654,696,geometric@0.50,linear@0.10,0.026819923371647507,0.3793103448275862
654,696,geometric@0.90,linear@0.10,-0.30438646606995495,0.12359550561797752
654,696,min,linear@0.10,-0.03896103896103895,0.2987012987012987
654,696,linear@0.90,linear@0.50,-0.06615340747077275,0.19047619047619047
654,696,geometric@0.10,linear@0.50,0.16156217882836588,0.42857142857142855
654,696,geometric@0.50,linear@0.50,0.8535446205170973,0.8181818181818182
654,696,geometric@0.90,linear@0.50,0.09234926847451311,0.36054421768707484
654,696,min,linear@0.50,0.3958255218097737,0.5748031496062992
654,696,geometric@0.10,linear@0.90,-0.3529759470491281,0.06382978723404255
654,696,geometric@0.50,linear@0.90,-0.1821187022222022,0.15606936416184972
654,696,geometric@0.90,linear@0.90,0.19186952942433935,0.30718954248366015
654,696,min,linear@0.90,-0.18739350809487348,0.1111111111111111
654,696,geometric@0.50,geometric@0.10,0.11750221609376538,0.3986013986013986
654,696,geometric@0.90,geometric@0.10,-0.25513610683102206,0.12994350282485875
654,696,min,geometric@0.10,0.039735099337748346,0.3157894736842105
654,696,geometric@0.90,geometric@0.50,0.03835569315445477,0.30718954248366015
654,696,min,geometric@0.50,0.4753905098732685,0.7094017094017094
654,696,min,geometric@0.90,0.0009433962264150943,0.25
655,697,linear@0.50,linear@0.10,0.03555416536336148,0.43884892086330934
655,697,linear@0.90,linear@0.10,-0.30204602027806454,0.0989010989010989
655,697,geometric@0.10,linear@0.10,0.7644688644688644,0.9047619047619048
655,697,geometric@0.50,linear@0.10,0.02452477100364424,0.3986013986013986
655,697,geometric@0.90,linear@0.10,-0.2714849253310792,0.1834319526627219
655,697,min,linear@0.10,0.015510630881840364,0.3157894736842105
655,697,linear@0.90,linear@0.50,-0.000591278640059128,0.21212121212121213
655,697,geometric@0.10,linear@0.50,0.14466230936819172,0.47058823529411764
655,697,geometric@0.50,linear@0.50,0.9098901098901099,0.9047619047619048
655,697,geometric@0.90,linear@0.50,0.2119218910585817,0.42857142857142855
655,697,min,linear@0.50,0.5782493368700264,0.7094017094017094
655,697,geometric@0.10,linear@0.90,-0.3320080938162726,0.1111111111111111
655,697,geometric@0.50,linear@0.90,-0.09840777588647964,0.20481927710843373
655,697,geometric@0.90,linear@0.90,0.21583615593968056,0.3333333333333333
655,697,min,linear@0.90,-0.11820567240576065,0.1834319526627219
655,697,geometric@0.50,geometric@0.10,0.1260020554984584,0.42857142857142855
655,697,geometric@0.90,geometric@0.10,-0.20730193501277838,0.20481927710843373
655,697,min,geometric@0.10,0.10738255033557045,0.3422818791946309
655,697,geometric@0.90,geometric@0.50,0.18419452887537993,0.41843971631205673
655,697,min,geometric@0.50,0.6422136422136421,0.7857142857142857
655,697,min,geometric@0.90,0.14355089355089354,0.3888888888888889
656,698,linear@0.50,linear@0.10,0.04099616858237548,0.3793103448275862
656,698,linear@0.90,linear@0.10,-0.25516749821810414,0.08695652173913043
656,698,geometric@0.10,linear@0.10,0.7689432551817874,0.8348623853211009
656,698,geometric@0.50,linear@0.10,0.013509933774834438,0.32450331125827814
656,698,geometric@0.90,linear@0.10,-0.3061326972569205,0.11731843575418995
656,698,min,linear@0.10,-0.012888198757763975,0.2422360248447205
656,698,linear@0.90,linear@0.50,-0.0412792335869259,0.1834319526627219
656,698,geometric@0.10,linear@0.50,0.12344353799914123,0.45985401459854014
656,698,geometric@0.50,linear@0.50,0.8445829006576671,0.8518518518518519
656,698,geometric@0.90,linear@0.50,0.0840227983085126,0.35135135135135137
656,698,min,linear@0.50,0.4274114173228347,0.5625
656,698,geometric@0.10,linear@0.90,-0.35233676233495526,0.08695652173913043
656,698,geometric@0.50,linear@0.90,-0.17449033101091901,0.1695906432748538
656,698,geometric@0.90,linear@0.90,0.18129131337437393,0.2987012987012987
656,698,min,linear@0.90,-0.20654826440257118,0.1111111111111111
656,698,geometric@0.50,geometric@0.10,0.09327292425883973,0.3986013986013986
656,698,geometric@0.90,geometric@0.10,-0.2813766527141054,0.14942528735632185
656,698,min,geometric@0.10,0.06398348813209495,0.30718954248366015
656,698,geometric@0.90,geometric@0.50,0.04929643090112758,0.36054421768707484
656,698,min,geometric@0.50,0.5209321230185611,0.639344262295082
656,698,min,geometric@0.90,-0.016841223292836195,0.2903225806451613
657,699,linear@0.50,linear@0.10,0.07756258856872933,0.3698630136986301
657,699,linear@0.90,linear@0.10,-0.2833074578805129,0.06951871657754011
657,699,geometric@0.10,linear@0.10,0.7777777777777777,0.8518518518518519
657,699,geometric@0.50,linear@0.10,0.04966918274158979,0.36054421768707484
657,699,geometric@0.90,linear@0.10,-0.27798177614579084,0.16279069767441862
657,699,min,linear@0.10,0.0031406501994737284,0.2987012987012987
657,699,linear@0.90,linear@0.50,-0.05230502849722243,0.19760479041916168
657,699,geometric@0.10,linear@0.50,0.15946025805180733,0.3986013986013986
657,699,geometric@0.50,linear@0.50,0.897069597069597,0.9047619047619048
657,699,geometric@0.90,linear@0.50,0.12472231037765788,0.4492753623188406
657,699,min,linear@0.50,0.4785123966942148,0.6528925619834711
657,699,geometric@0.10,linear@0.90,-0.3172547290887123,0.07526881720430108
657,699,geometric@0.50,linear@0.90,-0.14104210189797084,0.1695906432748538
657,699,geometric@0.90,linear@0.90,0.26946336824205974,0.36054421768707484
657,699,min,linear@0.90,-0.1490255123555112,0.13636363636363635
657,699,geometric@0.50,geometric@0.10,0.1247086247086247,0.3888888888888889
657,699,geometric@0.90,geometric@0.10,-0.24114207086343312,0.1695906432748538
657,699,min,geometric@0.10,0.07108167770419425,0.32450331125827814
657,699,geometric@0.90,geometric@0.50,0.0972644376899696,0.41843971631205673
657,699,min,geometric@0.50,0.5396404361921603,0.7094017094017094
657,699,min,geometric@0.90,0.034525386313465786,0.32450331125827814
658,700,linear@0.50,linear@0.10,0.12253188474256023,0.3698630136986301
658,700,linear@0.90,linear@0.10,-0.28626070062534154,0.0989010989010989
658,700,geometric@0.10,linear@0.10,0.7712011076497057,0.8518518518518519
658,700,geometric@0.50,linear@0.10,0.10930947721554375,0.36054421768707484
658,700,geometric@0.90,linear@0.10,-0.26251305255830143,0.17647058823529413
658,700,min,linear@0.10,0.052185430463576155,0.32450331125827814
658,700,linear@0.90,linear@0.50,-0.09948263118994828,0.21212121212121213
658,700,geometric@0.10,linear@0.50,0.2140645290180801,0.4084507042253521
